# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz 
    0    114     42     55     40      4      0      0      0      0   1593   1290 
    0    112     42     56     39      3      0      0      0      0   1593   1275 
    0    111     42     57     39      3      0      0      0      0   1593   1260 
    0    110     42     56     40      3      0      0      0      0   1593   1245 
    0    110     42     56     40      3      0      0      0      0   1593   1245 
    0    109     42     56     40      3      0      0      0      0   1593   1245 
    0    109     42     56     40      3      0      0      0      0   1593   1245 
    0    103     42     56     40      3      0      0      0      0   1593   1230 
    0    116     42     56     40      4      0      0      0      0   1593   1290 
    0     74     40     56     16      0      0      0      0      0   1593   1290 
    0     63     40     56      0      0      0      0      0      0   1593    555 
    0     63     39     56      0      0      0      0      0      0   1593    345 
    0     62     39     56      0      0      0      0      0      0   1593    225 
    0     62     39     56      0      0      0      0      0      0   1593    210 
